UniprotAccession,abundance
Q8JZN5,175.74517822265625
P28867,4.274170875549316
O35900,40.20785140991211
P10854,152.668701171875
Q9R062,12.278948783874512
Q920E5,138.3129425048828
Q9NYQ2,52.87546920776367
Q8BU85,0.5840290784835815
Q8C3X8,8.077229499816895
Q8VCH8,11.078523635864258
Q9D8S9,38.86065673828125
D3Z5G7,24.179197311401367
Q99KF1,43.19906234741211
Q8BGR9,4.40659236907959
Q811Q9,3.466433525085449
Q9JIK5,57.88746643066406
Q6NVD0,1.8869812488555908
P50544,1008.9976806640625
Q9EQU5,181.13699340820312
D3Z3N4,23.578460693359375
Q9CR20,9.755675315856934
Q60902,13.525036811828613
Q9QYF1,34.31736373901367
Q8K1M6,80.6055679321289
P62069,0.6801217794418335
P62874,166.36688232421875
Q9JKB3,16.728261947631836
Q8BYZ7,1.7869455814361572
Q9D483,5.649983882904053
P57016,1.2414593696594238
Q8VHE0,65.84263610839844
O09005,2.9706785678863525
P62264,688.3975830078125
Q9DAI2,1.0913646221160889
E0CYR6,2.36730694770813
E9Q9P8,119.40409851074219
P08207,45.247135162353516
Q9D8Y1,12.102762222290039
Q8K0L3,138.54441833496094
Q8R3G1,10.329681396484375
Q6P1B1,141.07223510742188
G3X922,41.46517562866211
Q9CQ71,10.0402193069458
Q3V0K9,32.92483901977539
Q99KK2,63.777015686035156
A0A1Y7VLT7,9.488245010375977
Q61937,296.1614074707031
Q6PGF5,21.874357223510742
Q9Z0F7,2.683929443359375
A6X935,175.5301971435547
P62141,74.32072448730469
E9Q9K8,2.6609737873077393
P60334,7.089929580688477
E9Q137,10.723231315612793
Q9Z0J0,64.5522232055664
P06869,7.715755462646484
Q9CQF9,158.9730987548828
Q8BFU2,103.33831787109375
Q80V42,2.720963478088379
Q8R216,0.7369580268859863
Q8BRK9,4.973507881164551
P29594,1.0692873001098633
Q8BH66,0.6736174821853638
Q9D081,2.406090021133423
Q64687,4.751404285430908
P19253,382.7261047363281
Q8QZR3,376.8379211425781
P09470,7.158570289611816
Q8VCI0,24.97258186340332
Q8BH86,50.52583694458008
P47955,311.6037292480469
P62309,65.91230010986328
Q9JJW6,67.5276870727539
Q9QZX7,3.9889321327209473
P54276,0.7983851432800293
Q80UK0,1.1446995735168457
B2RXR6,2.3584043979644775
Q8BIQ5,10.191807746887207
Q8BZJ7,0.5351841449737549
Q9ERU3,16.62643814086914
Q921B4,3.4191274642944336
Q8R127,4.1128764152526855
Q8K386,22.94318199157715
Q9JM52,0.5775834321975708
Q3URS9,8.958771705627441
Q8BX20,4.90252161026001
O54890,1.438023328781128
O89079,217.38372802734375
Q5M8N0,1.9679288864135742
Q9CR30,2.5837604999542236
P27046,49.929134368896484
Q8BQZ4,4.53146505355835
Q8BZA9,6.3582048416137695
Q8BGX0,1.106656789779663
O54790,7.617860794067383
O88441,98.03758239746094
Q9JHP7,0.42683708667755127
Q61548,1.3220868110656738
P70452,22.342391967773438
Q9CR09,57.45785140991211
Q8C4V1,3.0830225944519043
Q9CXJ1,3.445261001586914
P08905,5.994541168212891
Q80TE0,3.924832344055176
Q99KC7,5.739023208618164
O54865,2.997711658477783
P58466,1.7048923969268799
Q9CQE8,139.36358642578125
Q6GQT9,167.62298583984375
Q9JKR6,853.2079467773438
Q8BX90,25.036924362182617
Q9D7P6,27.441495895385742
P14152,1354.8017578125
Q3V1T4,3.8568902015686035
P0DP26,98.49246978759766
O70274,5.788558483123779
Q9CQY1,37.13752365112305
Q9JJH1,7.219646453857422
Q99KK7,204.2617645263672
Q8K310,45.677433013916016
P30416,588.149169921875
Q8K0H5,2.8935835361480713
P62818,39.0744514465332
Q9DCU2,7.2158403396606445
Q61830,72.93263244628906
Q3UGR5,81.25225067138672
Q9CQJ4,0.6879208087921143
Q8BQ48,4.129122734069824
Q99104,0.4432845115661621
Q8BTS4,7.257777214050293
Q69ZU6,2.030937433242798
Q8R4N0,167.8558807373047
Q62393,117.61942291259766
P56213,25.36323356628418
A2BDX3,7.094511032104492
P05213,469.8719482421875
Q50H33,3.358872413635254
Q9DAD6,16.907146453857422
Q9WV98,38.31163024902344
P62342,10.024230003356934
O89106,14.101991653442383
Q8BRH0,2.7104856967926025
Q923D2,131.02378845214844
Q8C561,1.8145573139190674
Q8BGG9,14.257762908935547
P29595,28.830097198486328
Q5SF07,3.280379295349121
O08583,30.910425186157227
Q99K01,44.002906799316406
Q8K3D3,2.300898551940918
Q8BZQ7,2.060044765472412
Q8BG05,210.54905700683594
Q8K337,2.9798476696014404
O55047,1.1565241813659668
Q9DBE0,322.1697082519531
Q9JLI3,4.357423782348633
P63242,768.1716918945312
Q9JHQ5,2.615248918533325
Q7TNS2,24.911991119384766
Q9EPB5,15.716936111450195
Q8BGB2,2.1179986000061035
Q9WTM5,25.06740951538086
Q62264,42.07612991333008
P35550,136.63430786132812
Q8K2Z4,1.065730333328247
P70195,199.59616088867188
Q9CQP0,9.0286865234375
B2RY56,12.247810363769531
Q04899,1.0361320972442627
Q8BTM8,552.9696044921875
Q9JL62,1.722104549407959
Q60967,17.03721809387207
P62962,547.2361450195312
O35245,1.8305773735046387
P05063,28.11134147644043
P70677,19.134197235107422
Q8BXK9,21.182132720947266
Q8C570,12.072836875915527
Q9QYI4,7.199977874755859
F8VPK0,29.86925506591797
P54775,137.07666015625
P15947,12.458150863647461
A2AJL3,16.682723999023438
Q8K3K7,50.25382995605469
Q9WUP7,33.29093933105469
Q9CZS1,143.25633239746094
Q9QUR7,12.631455421447754
Q9CSN1,28.51058006286621
Q3TWL2,7.152569770812988
Q9DCL9,79.5393295288086
Q80U72,3.9697413444519043
Q8BWY3,74.096923828125
D0G895,1.061741590499878
Q3U186,18.470991134643555
Q921G7,816.3604125976562
Q8C4B4,4.361545085906982
Q9Z2V5,5.209850788116455
F6V5V4,33.25324249267578
Q641P0,7.168642997741699
Q9ES64,1.7867848873138428
O70131,4.927642822265625
Q91W53,8.239315032958984
Q923D4,54.32271194458008
P99025,22.39167022705078
P56480,2942.100341796875
Q99LL5,3.9359374046325684
Q8BYW9,0.43998849391937256
Q5U452,3.6903457641601562
Q8CBY8,6.671327590942383
P70441,81.68006896972656
Q60855,4.715476989746094
Q64511,60.609619140625
P23506,57.82539749145508
Q9CRA8,8.046676635742188
Q61635,15.951471328735352
Q9ERL7,9.516179084777832
Q9ESN9,1.434873104095459
P97449,209.76878356933594
Q9DBF1,538.8807983398438
A0A0R4J157,4.42466926574707
P58321,26.447891235351562
Q99KN2,10.888580322265625
Q9DBR2,2.7486493587493896
Q8CBY0,6.952789783477783
Q68EF0,2.3201870918273926
P49935,106.6376724243164
Q9QXC1,10.976401329040527
Q8BZB2,2.437453508377075
Q9CQM2,6.385119915008545
P62880,83.99624633789062
Q9WTR5,1.2940163612365723
P59481,1.4621901512145996
Q9CQB5,46.1497917175293
Q8K2T4,16.368566513061523
Q63880,263.51019287109375
A2ARA8,4.924962997436523
S4R1M9,1.8464200496673584
Q62188,21.112628936767578
Q60829,12.025277137756348
Q9CPP6,269.34783935546875
D3YWX2,33.45018005371094
P27600,6.639620304107666
Q920A5,41.168121337890625
P14901,17.87180519104004
Q8K4I3,5.328094005584717
P43275,142.28883361816406
Q9QZ23,32.124454498291016
Q8BYP3,2.039170980453491
O55234,167.4202880859375
Q5YD48,54.80115509033203
Q9DCT5,8.902958869934082
G5E895,22.157546997070312
P59325,85.27165985107422
Q99NI3,3.6957993507385254
Q9Z210,6.983408451080322
P51660,394.1935729980469
P62270,326.806884765625
P62715,32.097225189208984
Q9QZB9,5.959995746612549
Q9Z247,1.2682766914367676
Q7TSC1,6.8786797523498535
Q68FD5,1334.451171875
Q9D2R0,51.3121452331543
E9Q401,1.191800594329834
E9Q7L0,13.827455520629883
Q9JKL4,18.44022560119629
Q9QYF9,4.225662708282471
E9Q8I9,4.698332786560059
Q9WVH9,15.463186264038086
O35988,7.012567520141602
P61514,274.38739013671875
Q8VCW8,635.5252075195312
Q9D2U9,87.974365234375
Q3TWN3,3.2802677154541016
Q501J6,49.063072204589844
P43277,28.38658905029297
O70456,57.505348205566406
Q3TLI0,2.0448317527770996
Q9JI48,41.70145034790039
Q9DB29,130.0870819091797
Q9D1I5,97.90989685058594
O08716,24.970521926879883
Q91XL9,2.4518513679504395
Q925E7,2.781907796859741
Q8C5W3,6.697770118713379
Q64435,20.46135139465332
P20108,550.7527465820312
Q9DCK3,12.457718849182129
Q64436,10.401622772216797
P51807,3.4991612434387207
Q9D1N9,17.59302520751953
Q9CXZ1,177.68214416503906
Q9CXJ4,7.898651123046875
E9Q411,9.38039493560791
Q9CXV9,0.7645418643951416
P0CW02,5.339962005615234
Q91ZX7,97.95486450195312
Q99J56,14.790069580078125
Q9D7J4,23.897750854492188
Q9R0E2,4.672957420349121
Q9DCY0,277.4438781738281
P21995,1.6882731914520264
Q9CQW1,27.03388023376465
Q8BHG9,2.835771322250366
Q99LY9,158.7250213623047
Q9EPK8,4.241738319396973
Q3UJB0,90.56297302246094
Q9EQ20,1192.791259765625
P11679,838.8062133789062
Q7TMR0,7.581879615783691
E9Q3L2,19.97918128967285
Q9Z0V8,25.551259994506836
Q8BZ98,11.923175811767578
Q03249,3.660595417022705
Q8BUV3,33.20609664916992
Q9D0Z3,1.7996258735656738
Q80YT7,1.766754150390625
Q9CQN6,56.82575607299805
Q8C341,6.843548774719238
Q9CZR8,106.7744369506836
Q6A078,1.3796894550323486
Q3TLP5,161.72361755371094
Q9JLJ2,747.7699584960938
Q9CR24,7.389596939086914
Q5XG73,18.37628173828125
Q8VC52,22.069063186645508
P29351,18.170425415039062
Q8BGY2,258.2062683105469
P49222,4.601084232330322
Q5SW19,184.66810607910156
Q8CFQ3,2.424948215484619
P59016,3.127833366394043
P39876,1.0513560771942139
P12242,9.435100555419922
Q8K1R7,1.4919593334197998
Q8VE97,16.48674774169922
Q921M4,39.97947311401367
Q9Z0E6,15.986888885498047
O35250,6.0153069496154785
Q8VI36,16.113405227661133
P00015,25.953189849853516
P55302,120.73103332519531
Q3ULW8,10.206871032714844
Q9QZU9,7.989597320556641
Q9ET54,8.56505298614502
P97386,2.114725351333618
Q8K411,183.5323486328125
P31938,35.70781707763672
Q9CZL5,38.07011413574219
Q8BMJ2,135.70387268066406
Q9CZL2,3.509322166442871
Q9DCP4,6.36774206161499
Q6P2K6,2.515608787536621
G3UWD9,2.7434768676757812
Q91V01,7.181497573852539
Q9CZG3,9.003599166870117
Q9EP89,40.381935119628906
Q9CPR7,1.053133249282837
Q9CQH3,247.29884338378906
Q8C165,114.46292114257812
P42232,15.537984848022461
Q8K1N1,3.547464370727539
P54923,7.86061954498291
Q8R0X7,60.478511810302734
Q91ZN5,1.8596091270446777
E9Q236,3.0093202590942383
O08759,24.253944396972656
O55229,3.072610855102539
Q8CF90,9.831196784973145
Q80TZ3,1.1631300449371338
O88455,14.76209545135498
Q9D273,16.314111709594727
Q9R0K7,2.934617519378662
Q6IFX2,85.84870910644531
Q8R1F1,24.56137466430664
Q9ERK4,169.0665740966797
Q9D8S4,15.227766036987305
Q9QXF8,435.9597473144531
P46638,198.00091552734375
Q99J39,67.00599670410156
Q8K297,7.746452331542969
Q91WR5,15.958946228027344
O09111,120.91949462890625
P28665,438.0160217285156
Q9QWG7,8.43028450012207
P14873,4.852940559387207
P54227,23.726768493652344
Q80WG5,3.3619327545166016
Q63739,8.267913818359375
Q9DCL2,2.0119314193725586
Q9JM62,121.3656005859375
Q6PH08,1.801048994064331
Q9DBG5,68.3736801147461
Q91WG4,3.546278476715088
P14206,497.5975036621094
Q9CW42,105.97295379638672
Q9CRA9,1.978231430053711
Q9D824,24.516691207885742
P41230,0.5716400146484375
Q8R4P9,4.067904949188232
P11930,70.53387451171875
Q9ERG0,23.240861892700195
O09130,1.1388607025146484
Q03734,45.90244674682617
Q8VHX6,25.2155704498291
Q8BGK0,683.7412109375
Q8R238,4.813818454742432
Q9DCZ1,1.808410406112671
Q64331,54.72661209106445
P02104,6.073480606079102
Q91Y97,3774.221435546875
Q8CIE6,461.12213134765625
P62301,379.5313720703125
O88447,7.107977867126465
Q8CAK1,10.674798965454102
P61079,26.511871337890625
P62627,11.378300666809082
Q9QXL8,0.5249853134155273
O88502,3.6937012672424316
Q8C9B9,2.1956841945648193
Q9QWH1,2.6277716159820557
Q5DTL9,3.338649272918701
P00416,37.874839782714844
Q8BGI5,5.112689971923828
O35744,4.152476787567139
Q9EQG7,1.5702486038208008
Q62172,1.090346336364746
Q8R5F3,4.125736713409424
Q6QI06,0.5717644691467285
Q9CX86,108.3450927734375
Q91W82,0.15080511569976807
P30412,21.068571090698242
Q9CR57,335.94854736328125
Q80XI4,1.0565149784088135
Q8BL63,3.409306049346924
Q3UMF0,37.78189468383789
Q9D0V7,3.910269260406494
Q9EQC5,18.26114273071289
Q9QZ08,8.188265800476074
L7N222,21.54850196838379
P0CW03,8.234577178955078
Q62028,4.3130927085876465
O88343,18.509471893310547
Q99JY0,1370.272705078125
Q9R078,16.587846755981445
Q91VD9,1071.648681640625
Q8VHR5,7.481657028198242
Q9QXD1,361.92816162109375
Q9CPV4,225.02735900878906
P97314,12.00805950164795
Q9JIZ0,18.692583084106445
B2RQC6,44.28907775878906
Q9R1P3,211.2177734375
Q9Z1F9,40.6411018371582
O70622,3.480560779571533
O35326,22.523162841796875
Q80VD1,18.413066864013672
Q8VCI5,49.96887969970703
P11589,102.63819885253906
Q9D786,1.397308349609375
Q8VEJ9,3.90017032623291
Q9D0I9,177.6851806640625
P20060,17.356264114379883
Q9CQU0,71.32162475585938
Q8C5Q4,12.591320991516113
Q8C5N5,1.5419719219207764
Q6ZPF4,2.9111971855163574
Q9D0R2,150.84176635742188
P02762,33.23360061645508
C0HKG5,26.966575622558594
Q8R0N6,73.9536361694336
P97816,12.9420747756958
Q8K3J1,88.43636322021484
Q8BKI2,0.5969283580780029
O35857,95.42430877685547
A0JNU3,4.040375709533691
Q91UZ5,2.8767449855804443
Q9R049,1.9653613567352295
Q9CR41,12.346639633178711
Q64012,45.090728759765625
Q9CWD8,5.583462715148926
P62631,172.57461547851562
Q9WVA2,17.07467269897461
P01901,35.56721496582031
P68368,347.8952331542969
Q9CQP3,7.80974006652832
Q9DCF9,33.79323959350586
E0CYC6,5.17301607131958
Q8BGX2,9.010785102844238
O88207,9.897085189819336
O54692,3.8203530311584473
O09167,266.09954833984375
Q8C142,1.1950201988220215
Q6PDM2,108.37763214111328
Q8BWG6,3.4191274642944336
Q91WC0,5.935246467590332
Q8R2R6,2.0335254669189453
Q07456,11.404544830322266
Q9CQA5,1.4947268962860107
Q5SS80,1.8214452266693115
P18052,3.7604641914367676
P07759,264.9788513183594
E9PX95,1.2896084785461426
Q8R5C5,35.608238220214844
Q9JIW9,73.470947265625
A0A0U1RPC4,253.7730255126953
Q9D6L8,3.0799365043640137
Q61334,7.4088239669799805
Q8CI78,11.573752403259277
Q9CQ19,89.26325225830078
O88735,2.538468837738037
Q62167,167.73207092285156
Q9JK95,7.227076530456543
P0C8B4,19.8465633392334
Q9CQE1,29.00492286682129
Q9CQB2,11.602320671081543
Q91VA0,396.9075927734375
Q810A3,9.192184448242188
Q99P30,497.9255065917969
J3QP87,17.24471092224121
Q924L1,8.0589599609375
Q9EQW7,1.649949550628662
S4R2L8,116.7961196899414
Q9CPZ8,12.581244468688965
Q99NB1,12.033320426940918
Q8K2D3,0.6622387170791626
P63082,9.770355224609375
Q501J7,2.769183397293091
Q8K4H1,28.342435836791992
Q9D771,2.478595733642578
P70274,4.5403971672058105
Q8VCA8,10.967354774475098
Q61147,256.8733825683594
Q03137,1.7613952159881592
Q8K5C8,82.3115234375
P21550,62.615299224853516
Q91YD9,3.212669849395752
P59764,0.6715670824050903
Q20BD0,458.13165283203125
P50405,26.08237075805664
Q8K3A0,4.407135009765625
Q9CQ02,7.769285202026367
Q8BWM0,108.1170425415039
P42225,76.19983673095703
Q0VBD0,2.674177646636963
P54869,1118.5
Q9JLN9,38.030433654785156
O88338,28.644065856933594
O35459,369.578369140625
Q60668,200.44656372070312
Q8CG14,4.951127529144287
Q9D4E6,48.09497833251953
Q9D8N0,643.4639282226562
O35943,18.902652740478516
Q9CQY5,6.935878753662109
Q04857,49.01130676269531
Q9D820,19.558311462402344
Q9CZ30,294.1974182128906
Q9D1L0,70.17037200927734
O08600,20.332883834838867
Q3TRM4,2.7952771186828613
G3UXT0,3.4191274642944336
Q8BGR6,2.3433375358581543
Q8C052,3.344487190246582
Q91VU6,4.1036834716796875
Q9WUA3,43.56673049926758
Q8R2V5,2.163341522216797
Q9CQG1,4.112147808074951
Q9CX80,11.648658752441406
P68372,657.6953125
Q8BMF3,4.436829566955566
Q791T5,8.430076599121094
Q9DB20,447.95404052734375
Q91W96,0.8036981821060181
Q5SSW2,8.61097240447998
Q9EP96,4.1240739822387695
Q6ZQA0,1.5876350402832031
P97930,17.132856369018555
Q70FJ1,10.52922248840332
P62071,19.875972747802734
Q8BGM4,3.2014737129211426
Q9JKY0,3.1362380981445312
Q99JI4,100.31653594970703
Q8BZ03,1.2118020057678223
Q5SVR0,2.11069393157959
Q4VBE8,5.557121276855469
Q9CQN7,19.637409210205078
Q91Z98,4.378558158874512
Q8VE09,6.326362133026123
H3BKF4,2.4704318046569824
Q8BHH8,6.407498836517334
Q91WK5,50.345428466796875
Q9D2V7,33.222965240478516
Q8BYL4,11.40827751159668
Q99MR3,1.6723434925079346
O54749,95.68473052978516
Q8R1I1,66.69820404052734
P62075,196.9381561279297
Q8CJ61,3.0996527671813965
Q62413,2.5790011882781982
P53811,65.39746856689453
O89104,5.025257110595703
P10833,25.353408813476562
Q9D7A8,19.437589645385742
P62915,1.5608947277069092
Q9D287,9.236922264099121
Q9EP69,103.93002319335938
P62996,110.90483856201172
O35685,63.753883361816406
P52795,5.645778656005859
Q8BGD5,5.702639102935791
O70589,9.920003890991211
P62305,51.271724700927734
Q5XPI3,5.503566741943359
G3X9G9,22.336727142333984
Q80U63,11.621991157531738
Q64521,481.8042907714844
Q64310,55.15159606933594
P14432,3.3246026039123535
P00920,475.8171691894531
P62743,30.468673706054688
Q91XU3,4.537563800811768
P47809,5.932058334350586
A0A140T8T4,219.33023071289062
Q99K30,46.59123229980469
I3ITR1,3.943784713745117
P97351,617.9598388671875
Q9CR58,1.584718942642212
P09528,527.7517700195312
Q6DYE8,2.925617218017578
Q8BVF2,6.13623571395874
Q8CFZ5,4.91313362121582
P63323,215.47702026367188
Q6ZQ38,279.34149169921875
Q8K0Z7,46.94638442993164
Q91XD4,99.40177917480469
P84228,75.77259826660156
Q3V384,9.579736709594727
Q61425,1958.1944580078125
Q9CQC9,197.711181640625
Q9WTX5,138.8127899169922
Q61496,3.332613945007324
Q9CPP0,27.287960052490234
Q9D4J1,9.269941329956055
Q9R0H5,35.349761962890625
Q80YD1,7.874319076538086
Q9Z0H8,10.975030899047852
P30275,10.486323356628418
Q3UD01,2.1451938152313232
P84096,42.100059509277344
O35074,3.0889744758605957
Q5U458,46.11798095703125
Q9EQR4,7.059103965759277
Q8K3M1,34.80226516723633
Q6PE87,0.9770852327346802
Q99JW5,7.39813232421875
Q6P3A8,341.4076843261719
Q80T14,1.8821401596069336
P52483,0.6882791519165039
Q99J94,3.410332679748535
B8JJN0,13.668075561523438
Q99P31,5.569921016693115
P11531,1.0449655055999756
Q91YH5,74.87064361572266
Q9DB77,1319.298828125
Q8R3B1,6.657348155975342
Q8C2E7,6.98496150970459
A0A0G2JDV3,2.3696203231811523
P45376,353.4844970703125
Q8VCH7,1.9422504901885986
P05214,252.7890167236328
Q8K1Z0,131.4033966064453
Q9EPL8,91.13208770751953
Q01339,36.27655792236328
Q8VC60,3.184001922607422
Q91YX5,4.049014091491699
Q9ET22,16.638309478759766
P49962,22.803558349609375
Q99LI7,10.477797508239746
P17665,43.91775131225586
Q00898,91.19613647460938
Q9CQS8,20.067392349243164
Q9CZ44,115.81181335449219
A2AIV2,2.5552010536193848
P31001,25.96506690979004
Q8VCW2,4.295806407928467
O08532,2.6977996826171875
Q61656,207.21852111816406
Q8R0F3,8.48797607421875
Q91ZJ5,299.1900329589844
P41216,1772.1829833984375
B2RY53,26.954143524169922
O09110,17.164241790771484
Q8BHN3,699.0326538085938
Q9Z1J3,30.468164443969727
Q59J78,54.699466705322266
Q9D7N6,11.892772674560547
P16331,808.7557373046875
P21180,0.6036474704742432
Q3UIU2,226.2173614501953
Q61584,7.508691787719727
Q8BUR4,19.72160530090332
Q9D1G5,3.226428508758545
P70248,2.816129207611084
Q3UJU9,97.93897247314453
Q9JJZ4,4.037715435028076
P41233,47.27531433105469
P13634,50.05081558227539
Q99KR7,156.44564819335938
Q0P5W1,1.8897674083709717
Q9D7X3,65.04489135742188
Q922V4,39.377830505371094
Q69ZN7,10.085911750793457
P70336,44.27895736694336
Q9DCD6,11.954838752746582
Q9CPR5,22.895652770996094
Q8R2L5,1.7742083072662354
Q8CGF7,24.605199813842773
Q99JX3,45.33857345581055
Q8CH25,25.137531280517578
P06745,526.406005859375
Q9JMK2,3.3081917762756348
Q8R5I6,70.99756622314453
Q9Z1G4,2.4636969566345215
Q9D1P0,28.49121856689453
P54761,1.997985601425171
Q2VPQ9,10.253281593322754
Q6PDG5,57.085792541503906
Q9D6J5,206.21571350097656
Q8K0C9,10.02234172821045
Q9QXY9,4.147398471832275
Q9WTP6,1403.255615234375
Q8VCC2,64.77165985107422
Q8VDD9,2.4702017307281494
A9C496,26.14144515991211
Q9ERA0,0.9501087665557861
Q91WN4,57.450069427490234
P61294,20.72866439819336
J3QNT6,18.431396484375
P09671,1297.676025390625
Q8R4H2,9.810075759887695
Q9JMH6,125.82279968261719
Q9R1K9,2.8360915184020996
Q9CYL5,6.524755477905273
P16045,95.3109359741211
Q3V460,3.5390400886535645
Q91V09,0.8987542390823364
Q9EQG9,5.357877731323242
Q91YH6,15.916423797607422
E9Q6R7,109.7635498046875
Q6DID3,0.6613103151321411
Q7TMM9,163.18679809570312
Q01341,2.6624178886413574
P70696,11.295811653137207
Q62376,66.94352722167969
O35075,3.249776840209961
P15508,39.6607666015625
P21126,12.540645599365234
P97377,1.17378568649292
A6H6E2,4.153869152069092
B9EJA3,1.4766583442687988
Q9DBX3,7.033083915710449
Q9JIF0,55.46522903442383
Q6X893,3.2707877159118652
P97313,7.687348365783691
Q8K114,3.3954849243164062
O54950,17.08727264404297
Q8VCN9,8.804019927978516
Q9D4F2,6.9290852546691895
Q9R1J0,24.013139724731445
P29341,242.55760192871094
Q63886,219.4519500732422
P97333,8.082777976989746
P57722,22.155780792236328
P68510,128.48887634277344
Q78RX3,9.629276275634766
Q8BNW9,1.8993299007415771
P40338,1.573775053024292
Q80VP0,8.665609359741211
Q3TNA1,29.204566955566406
Q8JZR0,308.84954833984375
Q80TI0,1.903754472732544
P19137,1.7213759422302246
Q5I012,4.001534938812256
P11590,4.351166248321533
Q9DB73,16.626699447631836
Q9CV28,1.253474235534668
Q9DBN5,25.981992721557617
Q60676,38.5981330871582
P62267,440.1173400878906
Q61315,1.0039160251617432
A2ADY9,8.17178726196289
Q8VHL1,1.011348009109497
Q3UEB3,37.132381439208984
O09173,750.8798828125
Q9DCC4,52.32078552246094
P03899,10.428349494934082
Q9CRC8,3.2280964851379395
Q8C7D3,29.898298263549805
Q9WV85,27.24171257019043
B1ASE2,556.9586791992188
Q9JLJ5,2.666161060333252
Q8R123,12.393033981323242
Q9WVJ2,158.69302368164062
Q9WU84,22.364179611206055
Q8HWB2,12.602533340454102
Q5SUF2,3.031771183013916
Q8C0Q2,1.0303962230682373
Q8R323,5.603320121765137
Q3UBZ5,2.053680419921875
Q9ESG4,7.98760986328125
O09044,21.736783981323242
O08539,6.136787414550781
Q6PAJ1,1.3334901332855225
P70426,3.808633327484131
P97324,6.842249393463135
P07356,331.9841003417969
P18760,716.8426513671875
Q3UFY7,6.535577774047852
P59041,4.714931011199951
O88322,9.520562171936035
P39053,19.888702392578125
Q925N0,6.686773777008057
Q921L8,4.273184299468994
Q9ES70,1.8908133506774902
P24472,205.67652893066406
Q9JLZ8,1.94368577003479
Q6P4S6,0.6287983655929565
P46978,36.67281723022461
P59017,40.81227493286133
Q9DCA2,16.028831481933594
Q8K274,12.01164436340332
Q9Z1K6,3.1924939155578613
Q8CGZ0,13.619057655334473
Q8K2Q0,14.141639709472656
Q8VCT3,95.10476684570312
Q99JR8,7.47623348236084
Q9D8X2,6.22332239151001
